Waktu | RPM| Speed | Engine Load | Coolant Temperature
12:36:14 | 1816 | 11 | 46.27 | 83
12:36:15 | 2191 | 12 | 50.2 | 83
12:36:15 | 2417 | 14 | 22.75 | 83
12:36:16 | 1898 | 16 | 38.04 | 83
12:36:17 | 1554 | 16 | 58.04 | 82
12:36:18 | 1750 | 18 | 57.65 | 82
12:36:18 | 1957 | 20 | 52.55 | 82
12:36:19 | 2132 | 21 | 50.59 | 82
12:36:20 | 2277 | 23 | 49.02 | 82
12:36:21 | 2402 | 25 | 46.27 | 82
12:36:21 | 2511 | 27 | 36.86 | 82
12:36:22 | 2562 | 28 | 36.86 | 81
12:36:23 | 2601 | 28 | 34.9 | 81
12:36:24 | 2640 | 29 | 33.73 | 81
12:36:24 | 2679 | 29 | 32.16 | 81
12:36:25 | 2683 | 30 | 32.55 | 80
12:36:26 | 2707 | 30 | 29.41 | 80
12:36:27 | 2691 | 31 | 28.24 | 80
12:36:27 | 2695 | 31 | 28.63 | 80
12:36:28 | 2679 | 30 | 28.63 | 80
12:36:29 | 2679 | 30 | 28.63 | 79
12:36:30 | 2683 | 30 | 28.63 | 79
12:36:31 | 2675 | 30 | 28.63 | 79
12:36:31 | 2695 | 30 | 28.63 | 79
12:36:32 | 2671 | 30 | 29.41 | 79
12:36:33 | 2652 | 30 | 29.41 | 78
12:36:34 | 2652 | 30 | 29.41 | 78
12:36:34 | 2644 | 30 | 29.41 | 78
12:36:35 | 2625 | 30 | 29.41 | 78
12:36:36 | 2621 | 29 | 29.8 | 78
12:36:37 | 2597 | 29 | 29.41 | 78
12:36:37 | 2585 | 30 | 30.2 | 77
12:36:38 | 2562 | 29 | 30.2 | 77
12:36:39 | 2527 | 28 | 30.98 | 77
12:36:40 | 2503 | 29 | 30.98 | 77
12:36:40 | 2476 | 29 | 31.37 | 77
12:36:41 | 2445 | 27 | 31.37 | 77
12:36:42 | 2429 | 27 | 32.16 | 77
12:36:43 | 2398 | 27 | 35.69 | 77
12:36:44 | 2394 | 27 | 36.86 | 77
12:36:44 | 2402 | 27 | 37.65 | 77
12:36:45 | 2398 | 27 | 38.43 | 77
12:36:46 | 2414 | 27 | 38.43 | 77
12:36:47 | 2437 | 27 | 38.04 | 77
12:36:47 | 2472 | 28 | 38.43 | 76
12:36:48 | 2503 | 27 | 38.04 | 76
12:36:49 | 2542 | 28 | 37.65 | 76
12:36:50 | 2570 | 29 | 22.35 | 76
12:36:50 | 2238 | 28 | 21.18 | 76
12:36:51 | 1886 | 29 | 27.45 | 76
12:36:52 | 1816 | 28 | 30.98 | 76
12:36:53 | 1789 | 28 | 30.98 | 76
12:36:54 | 1808 | 28 | 30.98 | 76
12:36:54 | 1824 | 27 | 30.98 | 76
12:36:55 | 1816 | 27 | 30.98 | 76
12:36:56 | 1804 | 28 | 30.98 | 76
12:36:57 | 1812 | 28 | 32.16 | 76
12:36:57 | 1820 | 28 | 34.12 | 76
12:36:58 | 1843 | 28 | 33.73 | 76
12:36:59 | 1863 | 28 | 32.94 | 76
12:37:00 | 1878 | 29 | 32.94 | 76
