Waktu | RPM| Speed | Engine Load | Coolant Temperature
13:01:32 | 1707 | 19 | 57.25 | 77
13:01:33 | 1902 | 18 | 60.39 | 77
13:01:34 | 2105 | 22 | 64.71 | 76
13:01:35 | 2343 | 24 | 66.27 | 76
13:01:35 | 2570 | 27 | 25.49 | 76
13:01:36 | 2304 | 28 | 21.57 | 76
13:01:37 | 1894 | 29 | 40.78 | 76
13:01:38 | 1890 | 29 | 68.63 | 76
13:01:38 | 2019 | 29 | 69.02 | 76
13:01:39 | 2156 | 31 | 67.45 | 76
13:01:40 | 2277 | 32 | 67.84 | 76
13:01:41 | 2398 | 34 | 66.27 | 76
13:01:42 | 2519 | 36 | 22.35 | 76
13:01:42 | 2234 | 37 | 21.57 | 76
13:01:43 | 1605 | 39 | 49.41 | 76
13:01:44 | 1628 | 38 | 65.1 | 76
13:01:45 | 1675 | 38 | 70.59 | 76
13:01:45 | 1726 | 39 | 75.29 | 76
13:01:46 | 1789 | 41 | 74.51 | 76
13:01:47 | 1839 | 42 | 77.25 | 77
13:01:48 | 1902 | 43 | 75.69 | 77
13:01:48 | 1960 | 45 | 74.51 | 77
13:01:49 | 2011 | 46 | 74.51 | 77
13:01:50 | 2070 | 46 | 75.29 | 77
13:01:51 | 2121 | 48 | 77.25 | 77
13:01:51 | 2183 | 50 | 76.08 | 77
13:01:52 | 2226 | 51 | 75.69 | 77
13:01:53 | 2285 | 53 | 74.51 | 77
13:01:54 | 2335 | 54 | 74.12 | 77
13:01:54 | 2386 | 55 | 73.33 | 77
13:01:55 | 2441 | 57 | 72.94 | 77
13:01:56 | 2476 | 58 | 70.2 | 77
13:01:57 | 2523 | 58 | 67.45 | 77
13:01:58 | 2554 | 59 | 63.53 | 77
13:01:58 | 2574 | 60 | 63.53 | 77
13:01:59 | 2609 | 60 | 57.65 | 77
13:02:00 | 2628 | 61 | 57.65 | 77
13:02:01 | 2648 | 62 | 57.65 | 77
13:02:01 | 2660 | 62 | 57.25 | 77
13:02:02 | 2660 | 62 | 42.75 | 77
13:02:03 | 2660 | 63 | 50.59 | 77
13:02:04 | 2648 | 63 | 46.67 | 77
13:02:04 | 2640 | 62 | 45.49 | 77
13:02:05 | 2628 | 62 | 46.27 | 77
13:02:06 | 2621 | 62 | 46.67 | 77
13:02:07 | 2628 | 62 | 48.24 | 77
13:02:08 | 2621 | 62 | 46.27 | 77
13:02:08 | 2593 | 62 | 46.27 | 77
13:02:09 | 2578 | 61 | 45.49 | 77
13:02:10 | 2554 | 61 | 46.27 | 77
13:02:11 | 2550 | 60 | 46.67 | 77
13:02:11 | 2546 | 60 | 47.45 | 77
13:02:12 | 2546 | 60 | 47.84 | 77
13:02:13 | 2550 | 60 | 47.84 | 77
13:02:14 | 2546 | 60 | 47.84 | 77
13:02:14 | 2542 | 60 | 48.24 | 77
13:02:15 | 2542 | 60 | 48.24 | 77
13:02:16 | 2535 | 59 | 48.24 | 77
13:02:17 | 2527 | 59 | 48.24 | 77
13:02:18 | 2539 | 60 | 49.02 | 77
13:02:18 | 2531 | 60 | 49.02 | 77
13:02:19 | 2519 | 59 | 49.41 | 77
13:02:20 | 2519 | 59 | 49.41 | 77
13:02:21 | 2507 | 59 | 49.41 | 77
13:02:21 | 2511 | 59 | 49.41 | 77
13:02:22 | 2503 | 60 | 50.59 | 77
13:02:23 | 2503 | 59 | 50.59 | 77
13:02:24 | 2488 | 58 | 50.59 | 77
13:02:24 | 2492 | 59 | 50.98 | 77
13:02:25 | 2480 | 59 | 50.98 | 77
13:02:26 | 2476 | 58 | 50.98 | 77
13:02:27 | 2472 | 59 | 51.76 | 77
13:02:27 | 2480 | 59 | 51.76 | 77
13:02:28 | 2480 | 58 | 52.16 | 77
13:02:29 | 2480 | 58 | 54.51 | 77
13:02:30 | 2488 | 58 | 54.51 | 77
