Waktu | RPM| Speed | Engine Load | Coolant Temperature
12:27:11 | 742 | 0 | 28.63 | 83
12:27:12 | 757 | 0 | 28.24 | 83
12:27:13 | 753 | 0 | 28.63 | 83
12:27:14 | 738 | 0 | 28.63 | 83
12:27:14 | 746 | 0 | 28.24 | 83
12:27:15 | 750 | 0 | 28.63 | 83
12:27:16 | 750 | 0 | 28.63 | 83
12:27:17 | 738 | 0 | 28.63 | 83
12:27:17 | 746 | 0 | 28.63 | 83
12:27:18 | 746 | 0 | 28.24 | 83
12:27:19 | 746 | 0 | 28.63 | 83
12:27:20 | 734 | 0 | 29.41 | 83
12:27:21 | 738 | 0 | 28.63 | 82
12:27:21 | 746 | 0 | 28.24 | 82
12:27:22 | 746 | 0 | 28.24 | 82
12:27:23 | 738 | 0 | 28.63 | 82
12:27:24 | 742 | 0 | 28.63 | 82
12:27:24 | 750 | 0 | 28.63 | 82
12:27:25 | 757 | 0 | 28.63 | 82
12:27:26 | 726 | 0 | 29.41 | 82
12:27:27 | 746 | 0 | 28.24 | 82
12:27:27 | 750 | 0 | 28.24 | 82
12:27:28 | 757 | 0 | 28.63 | 82
12:27:29 | 742 | 0 | 28.63 | 82
12:27:30 | 730 | 0 | 29.41 | 82
12:27:31 | 753 | 0 | 28.24 | 82
12:27:31 | 753 | 0 | 28.63 | 82
12:27:32 | 730 | 0 | 30.98 | 82
12:27:33 | 847 | 0 | 44.71 | 82
12:27:34 | 1250 | 0 | 47.84 | 82
12:27:34 | 1046 | 1 | 51.76 | 82
12:27:35 | 1128 | 5 | 56.47 | 82
12:27:36 | 1722 | 8 | 60.78 | 82
12:27:37 | 2253 | 12 | 50.2 | 82
12:27:38 | 2621 | 15 | 35.29 | 82
12:27:38 | 2753 | 16 | 30.2 | 82
12:27:39 | 2730 | 17 | 29.8 | 81
12:27:40 | 2742 | 18 | 29.8 | 81
12:27:41 | 2750 | 18 | 30.2 | 81
12:27:41 | 2750 | 18 | 30.2 | 81
12:27:42 | 2757 | 18 | 30.2 | 80
12:27:43 | 2765 | 19 | 30.2 | 80
12:27:44 | 2785 | 19 | 30.2 | 80
12:27:44 | 2789 | 18 | 29.8 | 79
12:27:45 | 2820 | 18 | 29.8 | 79
12:27:46 | 2804 | 18 | 28.63 | 79
12:27:47 | 2765 | 18 | 25.1 | 79
12:27:47 | 2718 | 18 | 25.49 | 78
12:27:48 | 2613 | 18 | 25.88 | 78
12:27:49 | 2558 | 18 | 27.06 | 78
12:27:50 | 2484 | 17 | 28.24 | 78
12:27:51 | 2492 | 16 | 29.41 | 78
12:27:51 | 2488 | 17 | 29.41 | 77
12:27:52 | 2484 | 17 | 29.41 | 77
12:27:53 | 2507 | 16 | 28.63 | 77
12:27:54 | 2500 | 16 | 29.41 | 77
12:27:54 | 2511 | 17 | 29.41 | 77
12:27:55 | 2496 | 17 | 29.41 | 77
12:27:56 | 2492 | 16 | 29.41 | 77
12:27:57 | 2519 | 16 | 29.41 | 77
12:27:57 | 2507 | 16 | 29.41 | 77
12:27:58 | 2527 | 17 | 29.41 | 77
12:27:59 | 2527 | 17 | 29.8 | 77
12:28:00 | 2558 | 16 | 29.41 | 76
12:28:00 | 2566 | 17 | 29.41 | 76
12:28:01 | 2585 | 17 | 28.63 | 76
12:28:02 | 2589 | 17 | 28.63 | 76
12:28:03 | 2628 | 17 | 28.63 | 76
12:28:03 | 2636 | 18 | 28.63 | 76
12:28:04 | 2652 | 17 | 28.24 | 76
12:28:05 | 2660 | 17 | 28.24 | 76
12:28:06 | 2664 | 18 | 28.24 | 76
12:28:07 | 2667 | 17 | 28.24 | 76
12:28:07 | 2644 | 17 | 28.24 | 76
12:28:08 | 2652 | 18 | 28.24 | 76
12:28:09 | 2683 | 18 | 28.63 | 76
12:28:10 | 2671 | 17 | 28.24 | 76
12:28:10 | 2667 | 18 | 28.24 | 76
12:28:11 | 2679 | 18 | 28.24 | 75
12:28:12 | 2652 | 18 | 28.24 | 75
12:28:13 | 2660 | 17 | 28.24 | 75
12:28:13 | 2660 | 17 | 28.24 | 75
12:28:14 | 2675 | 18 | 28.24 | 75
12:28:15 | 2683 | 18 | 20.0 | 75
12:28:16 | 2503 | 17 | 20.39 | 75
12:28:17 | 2238 | 16 | 29.41 | 75
12:28:17 | 1917 | 16 | 23.14 | 75
12:28:18 | 1628 | 14 | 25.49 | 75
12:28:19 | 1363 | 11 | 29.41 | 75
12:28:20 | 1210 | 9 | 29.8 | 75
12:28:20 | 1183 | 8 | 29.41 | 75
12:28:21 | 1167 | 8 | 28.63 | 75
12:28:22 | 1207 | 8 | 28.63 | 75
12:28:23 | 1277 | 7 | 27.06 | 75
12:28:23 | 1332 | 6 | 26.67 | 75
